CO_UNIDADE,CO_CNES,NO_FANTASIA,NO_MUNICIPIO,CO_TIPO_EQUIPAMENTO,DS_TIPO_EQUIPAMENTO,CO_EQUIPAMENTO,DS_EQUIPAMENTO,QT_EXISTENTE,QT_USO,QT_SUS,QT_OCIOSO_ESTIMADO
3300107354746,7354746,HOSPITAL MUNICIPAL DA JAPUIBA HMJ,ANGRA DOS REIS,1,DIAGNOSTICO POR IMAGEM,07,RAIO X ODONTOLOGICO,1,1,1,0
3300107354746,7354746,HOSPITAL MUNICIPAL DA JAPUIBA HMJ,ANGRA DOS REIS,1,DIAGNOSTICO POR IMAGEM,11,Tomógrafo Computadorizado,1,1,1,0
3300107354746,7354746,HOSPITAL MUNICIPAL DA JAPUIBA HMJ,ANGRA DOS REIS,1,DIAGNOSTICO POR IMAGEM,15,Ultrassom Convencional,1,1,1,0
3300107354746,7354746,HOSPITAL MUNICIPAL DA JAPUIBA HMJ,ANGRA DOS REIS,1,DIAGNOSTICO POR IMAGEM,14,Ultrassom Ecografo,1,1,1,0
3300107354746,7354746,HOSPITAL MUNICIPAL DA JAPUIBA HMJ,ANGRA DOS REIS,2,Equipamentos de Infra-Estrutura,21,Controle Ambiental/Ar-condicionado Central,1,1,1,0
3300107354746,7354746,HOSPITAL MUNICIPAL DA JAPUIBA HMJ,ANGRA DOS REIS,2,Equipamentos de Infra-Estrutura,22,Grupo Gerador,1,1,1,0
3300107354746,7354746,HOSPITAL MUNICIPAL DA JAPUIBA HMJ,ANGRA DOS REIS,2,Equipamentos de Infra-Estrutura,23,Usina de Oxigenio,1,1,1,0
3300107354746,7354746,HOSPITAL MUNICIPAL DA JAPUIBA HMJ,ANGRA DOS REIS,7,Equipamentos de Odontologia,80,Equipo Odontologico,1,1,1,0
3300107354746,7354746,HOSPITAL MUNICIPAL DA JAPUIBA HMJ,ANGRA DOS REIS,5,Equipamentos para Manutencao da Vida,52,Bomba de Infusao,20,20,20,0
3300107354746,7354746,HOSPITAL MUNICIPAL DA JAPUIBA HMJ,ANGRA DOS REIS,5,Equipamentos para Manutencao da Vida,56,Desfibrilador,3,3,3,0
3300107354746,7354746,HOSPITAL MUNICIPAL DA JAPUIBA HMJ,ANGRA DOS REIS,5,Equipamentos para Manutencao da Vida,60,Monitor de ECG,3,3,3,0
3300107354746,7354746,HOSPITAL MUNICIPAL DA JAPUIBA HMJ,ANGRA DOS REIS,5,Equipamentos para Manutencao da Vida,62,Monitor de Pressao Nao-Invasivo,7,7,7,0
3300107354746,7354746,HOSPITAL MUNICIPAL DA JAPUIBA HMJ,ANGRA DOS REIS,5,Equipamentos para Manutencao da Vida,64,Respirador/Ventilador,6,6,6,0
3300107354746,7354746,HOSPITAL MUNICIPAL DA JAPUIBA HMJ,ANGRA DOS REIS,4,Equipamentos por Metodos Graficos,41,Eletrocardiografo,3,3,1,0
3300107354746,7354746,HOSPITAL MUNICIPAL DA JAPUIBA HMJ,ANGRA DOS REIS,4,Equipamentos por Metodos Graficos,42,Eletroencefalografo,1,1,1,0
3300107354746,7354746,HOSPITAL MUNICIPAL DA JAPUIBA HMJ,ANGRA DOS REIS,3,Equipamentos por Metodos Opticos,33,Endoscopio Digestivo,1,1,1,0
3300107354746,7354746,HOSPITAL MUNICIPAL DA JAPUIBA HMJ,ANGRA DOS REIS,3,Equipamentos por Metodos Opticos,31,Endoscopio das Vias Respiratorias,1,1,1,0
3300107354746,7354746,HOSPITAL MUNICIPAL DA JAPUIBA HMJ,ANGRA DOS REIS,3,Equipamentos por Metodos Opticos,32,Endoscopio das Vias Urinarias,1,1,1,0
3300107354746,7354746,HOSPITAL MUNICIPAL DA JAPUIBA HMJ,ANGRA DOS REIS,3,Equipamentos por Metodos Opticos,36,Microscopio Cirurgico,1,1,1,0
3300152267454,2267454,HOSPITAL MUNICIPAL AUGUSTINHO GESUALD BLANC,APERIBE,1,DIAGNOSTICO POR IMAGEM,05,Raio X de 100 a 500 mA,1,1,0,0
3300152267454,2267454,HOSPITAL MUNICIPAL AUGUSTINHO GESUALD BLANC,APERIBE,1,DIAGNOSTICO POR IMAGEM,11,Tomógrafo Computadorizado,1,1,0,0
3300152267454,2267454,HOSPITAL MUNICIPAL AUGUSTINHO GESUALD BLANC,APERIBE,1,DIAGNOSTICO POR IMAGEM,14,Ultrassom Ecografo,1,1,0,0
3300152267454,2267454,HOSPITAL MUNICIPAL AUGUSTINHO GESUALD BLANC,APERIBE,2,Equipamentos de Infra-Estrutura,22,Grupo Gerador,1,1,0,0
3300152267454,2267454,HOSPITAL MUNICIPAL AUGUSTINHO GESUALD BLANC,APERIBE,2,Equipamentos de Infra-Estrutura,23,Usina de Oxigenio,1,0,0,1
3300152267454,2267454,HOSPITAL MUNICIPAL AUGUSTINHO GESUALD BLANC,APERIBE,5,Equipamentos para Manutencao da Vida,53,Berço Aquecido,2,2,0,0
3300152267454,2267454,HOSPITAL MUNICIPAL AUGUSTINHO GESUALD BLANC,APERIBE,5,Equipamentos para Manutencao da Vida,52,Bomba de Infusao,2,2,0,0
3300152267454,2267454,HOSPITAL MUNICIPAL AUGUSTINHO GESUALD BLANC,APERIBE,5,Equipamentos para Manutencao da Vida,56,Desfibrilador,2,2,0,0
3300152267454,2267454,HOSPITAL MUNICIPAL AUGUSTINHO GESUALD BLANC,APERIBE,5,Equipamentos para Manutencao da Vida,57,Equipamento de Fototerapia,4,4,0,0
3300152267454,2267454,HOSPITAL MUNICIPAL AUGUSTINHO GESUALD BLANC,APERIBE,5,Equipamentos para Manutencao da Vida,58,Incubadora,2,2,0,0
3300152267454,2267454,HOSPITAL MUNICIPAL AUGUSTINHO GESUALD BLANC,APERIBE,5,Equipamentos para Manutencao da Vida,60,Monitor de ECG,4,4,0,0
3300152267454,2267454,HOSPITAL MUNICIPAL AUGUSTINHO GESUALD BLANC,APERIBE,5,Equipamentos para Manutencao da Vida,62,Monitor de Pressao Nao-Invasivo,4,4,0,0
3300152267454,2267454,HOSPITAL MUNICIPAL AUGUSTINHO GESUALD BLANC,APERIBE,5,Equipamentos para Manutencao da Vida,63,Reanimador Pulmonar/AMBU,6,6,0,0
3300152267454,2267454,HOSPITAL MUNICIPAL AUGUSTINHO GESUALD BLANC,APERIBE,5,Equipamentos para Manutencao da Vida,64,Respirador/Ventilador,2,2,0,0
3300152267454,2267454,HOSPITAL MUNICIPAL AUGUSTINHO GESUALD BLANC,APERIBE,4,Equipamentos por Metodos Graficos,41,Eletrocardiografo,1,1,0,0
3300152267454,2267454,HOSPITAL MUNICIPAL AUGUSTINHO GESUALD BLANC,APERIBE,3,Equipamentos por Metodos Opticos,33,Endoscopio Digestivo,1,1,0,0
3300152267454,2267454,HOSPITAL MUNICIPAL AUGUSTINHO GESUALD BLANC,APERIBE,3,Equipamentos por Metodos Opticos,35,Laparoscopio/Vídeo,1,1,0,0
3300200221015,0221015,HOSPITAL MUNICIPAL DR JAQUELINE PRATES CNPJ 31 135 0460001 4,ARARUAMA,1,DIAGNOSTICO POR IMAGEM,04,Raio X ate 100 mA,1,1,1,0
3300200221015,0221015,HOSPITAL MUNICIPAL DR JAQUELINE PRATES CNPJ 31 135 0460001 4,ARARUAMA,1,DIAGNOSTICO POR IMAGEM,15,Ultrassom Convencional,1,1,1,0
3300200221015,0221015,HOSPITAL MUNICIPAL DR JAQUELINE PRATES CNPJ 31 135 0460001 4,ARARUAMA,2,Equipamentos de Infra-Estrutura,19,AR CONDICIONADO,20,20,20,0
3300200221015,0221015,HOSPITAL MUNICIPAL DR JAQUELINE PRATES CNPJ 31 135 0460001 4,ARARUAMA,5,Equipamentos para Manutencao da Vida,53,Berço Aquecido,6,6,6,0
3300200221015,0221015,HOSPITAL MUNICIPAL DR JAQUELINE PRATES CNPJ 31 135 0460001 4,ARARUAMA,5,Equipamentos para Manutencao da Vida,52,Bomba de Infusao,5,5,5,0
3300200221015,0221015,HOSPITAL MUNICIPAL DR JAQUELINE PRATES CNPJ 31 135 0460001 4,ARARUAMA,5,Equipamentos para Manutencao da Vida,56,Desfibrilador,3,3,3,0
3300200221015,0221015,HOSPITAL MUNICIPAL DR JAQUELINE PRATES CNPJ 31 135 0460001 4,ARARUAMA,5,Equipamentos para Manutencao da Vida,58,Incubadora,3,3,3,0
3300200221015,0221015,HOSPITAL MUNICIPAL DR JAQUELINE PRATES CNPJ 31 135 0460001 4,ARARUAMA,5,Equipamentos para Manutencao da Vida,60,Monitor de ECG,6,6,6,0
3300200221015,0221015,HOSPITAL MUNICIPAL DR JAQUELINE PRATES CNPJ 31 135 0460001 4,ARARUAMA,5,Equipamentos para Manutencao da Vida,63,Reanimador Pulmonar/AMBU,6,6,6,0
3300200221015,0221015,HOSPITAL MUNICIPAL DR JAQUELINE PRATES CNPJ 31 135 0460001 4,ARARUAMA,5,Equipamentos para Manutencao da Vida,64,Respirador/Ventilador,4,4,4,0
3300200221015,0221015,HOSPITAL MUNICIPAL DR JAQUELINE PRATES CNPJ 31 135 0460001 4,ARARUAMA,4,Equipamentos por Metodos Graficos,41,Eletrocardiografo,2,2,2,0
3300200221015,0221015,HOSPITAL MUNICIPAL DR JAQUELINE PRATES CNPJ 31 135 0460001 4,ARARUAMA,3,Equipamentos por Metodos Opticos,33,Endoscopio Digestivo,1,1,1,0
3300200221015,0221015,HOSPITAL MUNICIPAL DR JAQUELINE PRATES CNPJ 31 135 0460001 4,ARARUAMA,3,Equipamentos por Metodos Opticos,51,HISTEROSCOPIO,1,1,1,0
3300200221015,0221015,HOSPITAL MUNICIPAL DR JAQUELINE PRATES CNPJ 31 135 0460001 4,ARARUAMA,3,Equipamentos por Metodos Opticos,46,OFTALMOSCOPIO,2,2,2,0
3300202285150,2285150,HOSPITAL MUNICIPAL PREFEITO ARMANDO DA SILVA CARVALHO,ARARUAMA,1,DIAGNOSTICO POR IMAGEM,04,Raio X ate 100 mA,1,1,1,0
3300202285150,2285150,HOSPITAL MUNICIPAL PREFEITO ARMANDO DA SILVA CARVALHO,ARARUAMA,1,DIAGNOSTICO POR IMAGEM,05,Raio X de 100 a 500 mA,1,1,1,0
3300202285150,2285150,HOSPITAL MUNICIPAL PREFEITO ARMANDO DA SILVA CARVALHO,ARARUAMA,5,Equipamentos para Manutencao da Vida,52,Bomba de Infusao,9,9,9,0
3300202285150,2285150,HOSPITAL MUNICIPAL PREFEITO ARMANDO DA SILVA CARVALHO,ARARUAMA,5,Equipamentos para Manutencao da Vida,56,Desfibrilador,1,1,1,0
3300202285150,2285150,HOSPITAL MUNICIPAL PREFEITO ARMANDO DA SILVA CARVALHO,ARARUAMA,5,Equipamentos para Manutencao da Vida,62,Monitor de Pressao Nao-Invasivo,5,5,5,0
3300202285150,2285150,HOSPITAL MUNICIPAL PREFEITO ARMANDO DA SILVA CARVALHO,ARARUAMA,5,Equipamentos para Manutencao da Vida,63,Reanimador Pulmonar/AMBU,4,4,4,0
3300202285150,2285150,HOSPITAL MUNICIPAL PREFEITO ARMANDO DA SILVA CARVALHO,ARARUAMA,5,Equipamentos para Manutencao da Vida,64,Respirador/Ventilador,2,2,2,0
3300202285150,2285150,HOSPITAL MUNICIPAL PREFEITO ARMANDO DA SILVA CARVALHO,ARARUAMA,4,Equipamentos por Metodos Graficos,41,Eletrocardiografo,1,1,1,0
3300222285975,2285975,HOSPITAL MUNICIPAL NOSSA SENHORA DAS DORES,AREAL,1,DIAGNOSTICO POR IMAGEM,07,RAIO X ODONTOLOGICO,1,1,1,0
3300222285975,2285975,HOSPITAL MUNICIPAL NOSSA SENHORA DAS DORES,AREAL,1,DIAGNOSTICO POR IMAGEM,05,Raio X de 100 a 500 mA,1,1,1,0
3300222285975,2285975,HOSPITAL MUNICIPAL NOSSA SENHORA DAS DORES,AREAL,2,Equipamentos de Infra-Estrutura,22,Grupo Gerador,1,1,1,0
3300222285975,2285975,HOSPITAL MUNICIPAL NOSSA SENHORA DAS DORES,AREAL,2,Equipamentos de Infra-Estrutura,23,Usina de Oxigenio,1,1,1,0
3300222285975,2285975,HOSPITAL MUNICIPAL NOSSA SENHORA DAS DORES,AREAL,5,Equipamentos para Manutencao da Vida,52,Bomba de Infusao,16,16,16,0
3300222285975,2285975,HOSPITAL MUNICIPAL NOSSA SENHORA DAS DORES,AREAL,5,Equipamentos para Manutencao da Vida,56,Desfibrilador,4,4,4,0
3300222285975,2285975,HOSPITAL MUNICIPAL NOSSA SENHORA DAS DORES,AREAL,5,Equipamentos para Manutencao da Vida,58,Incubadora,1,1,1,0
3300222285975,2285975,HOSPITAL MUNICIPAL NOSSA SENHORA DAS DORES,AREAL,5,Equipamentos para Manutencao da Vida,60,Monitor de ECG,5,5,5,0
3300222285975,2285975,HOSPITAL MUNICIPAL NOSSA SENHORA DAS DORES,AREAL,5,Equipamentos para Manutencao da Vida,63,Reanimador Pulmonar/AMBU,7,7,7,0
3300222285975,2285975,HOSPITAL MUNICIPAL NOSSA SENHORA DAS DORES,AREAL,5,Equipamentos para Manutencao da Vida,64,Respirador/Ventilador,10,10,10,0
3300222285975,2285975,HOSPITAL MUNICIPAL NOSSA SENHORA DAS DORES,AREAL,4,Equipamentos por Metodos Graficos,41,Eletrocardiografo,2,2,2,0
3300222285975,2285975,HOSPITAL MUNICIPAL NOSSA SENHORA DAS DORES,AREAL,6,Outros Equipamentos,71,Aparelho de Diatermia por Ultrassom/Ondas Curtas,2,2,2,0
3300222285975,2285975,HOSPITAL MUNICIPAL NOSSA SENHORA DAS DORES,AREAL,6,Outros Equipamentos,72,Aparelho de Eletroestimulacao,1,1,1,0
3300222285975,2285975,HOSPITAL MUNICIPAL NOSSA SENHORA DAS DORES,AREAL,6,Outros Equipamentos,74,Equipamentos de Aferese,10,10,10,0
3300236200702,6200702,HOSPITAL MUNICIPAL DR RODOLPHO PERISSE,ARMACAO DOS BUZIOS,1,DIAGNOSTICO POR IMAGEM,14,Ultrassom Ecografo,1,1,0,0
3300236200702,6200702,HOSPITAL MUNICIPAL DR RODOLPHO PERISSE,ARMACAO DOS BUZIOS,8,EQUIPAMENTOS DE AUDIOLOGIA,87,EMISSOES OTOACUSTICAS EVOCADAS TRANSIENTES,1,1,0,0
3300236200702,6200702,HOSPITAL MUNICIPAL DR RODOLPHO PERISSE,ARMACAO DOS BUZIOS,2,Equipamentos de Infra-Estrutura,21,Controle Ambiental/Ar-condicionado Central,1,1,0,0
3300236200702,6200702,HOSPITAL MUNICIPAL DR RODOLPHO PERISSE,ARMACAO DOS BUZIOS,2,Equipamentos de Infra-Estrutura,22,Grupo Gerador,1,1,0,0
3300236200702,6200702,HOSPITAL MUNICIPAL DR RODOLPHO PERISSE,ARMACAO DOS BUZIOS,2,Equipamentos de Infra-Estrutura,23,Usina de Oxigenio,1,1,0,0
3300236200702,6200702,HOSPITAL MUNICIPAL DR RODOLPHO PERISSE,ARMACAO DOS BUZIOS,5,Equipamentos para Manutencao da Vida,53,Berço Aquecido,2,2,0,0
3300236200702,6200702,HOSPITAL MUNICIPAL DR RODOLPHO PERISSE,ARMACAO DOS BUZIOS,5,Equipamentos para Manutencao da Vida,52,Bomba de Infusao,6,6,0,0
3300236200702,6200702,HOSPITAL MUNICIPAL DR RODOLPHO PERISSE,ARMACAO DOS BUZIOS,5,Equipamentos para Manutencao da Vida,56,Desfibrilador,3,3,0,0
3300236200702,6200702,HOSPITAL MUNICIPAL DR RODOLPHO PERISSE,ARMACAO DOS BUZIOS,5,Equipamentos para Manutencao da Vida,57,Equipamento de Fototerapia,1,1,0,0
3300236200702,6200702,HOSPITAL MUNICIPAL DR RODOLPHO PERISSE,ARMACAO DOS BUZIOS,5,Equipamentos para Manutencao da Vida,58,Incubadora,2,2,0,0
3300236200702,6200702,HOSPITAL MUNICIPAL DR RODOLPHO PERISSE,ARMACAO DOS BUZIOS,5,Equipamentos para Manutencao da Vida,60,Monitor de ECG,6,6,0,0
3300236200702,6200702,HOSPITAL MUNICIPAL DR RODOLPHO PERISSE,ARMACAO DOS BUZIOS,5,Equipamentos para Manutencao da Vida,62,Monitor de Pressao Nao-Invasivo,1,1,0,0
3300236200702,6200702,HOSPITAL MUNICIPAL DR RODOLPHO PERISSE,ARMACAO DOS BUZIOS,5,Equipamentos para Manutencao da Vida,63,Reanimador Pulmonar/AMBU,9,9,0,0
3300236200702,6200702,HOSPITAL MUNICIPAL DR RODOLPHO PERISSE,ARMACAO DOS BUZIOS,4,Equipamentos por Metodos Graficos,41,Eletrocardiografo,1,1,0,0
3300236200702,6200702,HOSPITAL MUNICIPAL DR RODOLPHO PERISSE,ARMACAO DOS BUZIOS,3,Equipamentos por Metodos Opticos,33,Endoscopio Digestivo,1,1,0,0
3300236200702,6200702,HOSPITAL MUNICIPAL DR RODOLPHO PERISSE,ARMACAO DOS BUZIOS,3,Equipamentos por Metodos Opticos,31,Endoscopio das Vias Respiratorias,1,1,0,0
3300236200702,6200702,HOSPITAL MUNICIPAL DR RODOLPHO PERISSE,ARMACAO DOS BUZIOS,3,Equipamentos por Metodos Opticos,32,Endoscopio das Vias Urinarias,1,1,0,0
3300405916313,5916313,HOSPITAL MUNICIPAL DO OLHO,BARRA MANSA,1,DIAGNOSTICO POR IMAGEM,14,Ultrassom Ecografo,1,1,0,0
3300405916313,5916313,HOSPITAL MUNICIPAL DO OLHO,BARRA MANSA,2,Equipamentos de Infra-Estrutura,19,AR CONDICIONADO,3,3,0,0
3300405916313,5916313,HOSPITAL MUNICIPAL DO OLHO,BARRA MANSA,2,Equipamentos de Infra-Estrutura,29,GRUPO GERADOR (8 A 100 KVA),1,1,0,0
3300405916313,5916313,HOSPITAL MUNICIPAL DO OLHO,BARRA MANSA,2,Equipamentos de Infra-Estrutura,22,Grupo Gerador,1,1,0,0
3300405916313,5916313,HOSPITAL MUNICIPAL DO OLHO,BARRA MANSA,2,Equipamentos de Infra-Estrutura,66,REFRIGERADOR,1,1,0,0
3300405916313,5916313,HOSPITAL MUNICIPAL DO OLHO,BARRA MANSA,2,Equipamentos de Infra-Estrutura,23,Usina de Oxigenio,1,1,0,0
3300405916313,5916313,HOSPITAL MUNICIPAL DO OLHO,BARRA MANSA,5,Equipamentos para Manutencao da Vida,60,Monitor de ECG,4,4,0,0
3300405916313,5916313,HOSPITAL MUNICIPAL DO OLHO,BARRA MANSA,5,Equipamentos para Manutencao da Vida,61,Monitor de Pressao Invasivo,4,4,0,0
3300405916313,5916313,HOSPITAL MUNICIPAL DO OLHO,BARRA MANSA,5,Equipamentos para Manutencao da Vida,63,Reanimador Pulmonar/AMBU,2,2,0,0
3300405916313,5916313,HOSPITAL MUNICIPAL DO OLHO,BARRA MANSA,5,Equipamentos para Manutencao da Vida,64,Respirador/Ventilador,1,1,0,0
3300405916313,5916313,HOSPITAL MUNICIPAL DO OLHO,BARRA MANSA,3,Equipamentos por Metodos Opticos,49,BIOMICROSCOPIO (LAMPADA DE FENDA),3,3,0,0
3300405916313,5916313,HOSPITAL MUNICIPAL DO OLHO,BARRA MANSA,3,Equipamentos por Metodos Opticos,37,CADEIRA OFTALMOLOGICA,3,3,0,0
3300405916313,5916313,HOSPITAL MUNICIPAL DO OLHO,BARRA MANSA,3,Equipamentos por Metodos Opticos,50,CAMPIMETRO,1,1,0,0
3300405916313,5916313,HOSPITAL MUNICIPAL DO OLHO,BARRA MANSA,3,Equipamentos por Metodos Opticos,47,CERATOMETRO,1,1,0,0
3300405916313,5916313,HOSPITAL MUNICIPAL DO OLHO,BARRA MANSA,3,Equipamentos por Metodos Opticos,38,COLUNA OFTALMOLOGICA,3,3,0,0
3300405916313,5916313,HOSPITAL MUNICIPAL DO OLHO,BARRA MANSA,3,Equipamentos por Metodos Opticos,34,Equipamentos para Optometria,3,3,0,0
3300405916313,5916313,HOSPITAL MUNICIPAL DO OLHO,BARRA MANSA,3,Equipamentos por Metodos Opticos,40,LENSOMETRO,1,1,0,0
3300405916313,5916313,HOSPITAL MUNICIPAL DO OLHO,BARRA MANSA,3,Equipamentos por Metodos Opticos,46,OFTALMOSCOPIO,1,1,0,0
3300405916313,5916313,HOSPITAL MUNICIPAL DO OLHO,BARRA MANSA,3,Equipamentos por Metodos Opticos,44,PROJETOR OU TABELA DE OPTOTIPOS,3,3,0,0
3300405916313,5916313,HOSPITAL MUNICIPAL DO OLHO,BARRA MANSA,3,Equipamentos por Metodos Opticos,39,REFRATOR,3,3,0,0
3300405916313,5916313,HOSPITAL MUNICIPAL DO OLHO,BARRA MANSA,3,Equipamentos por Metodos Opticos,45,RETINOSCOPIO,1,1,0,0
3300405916313,5916313,HOSPITAL MUNICIPAL DO OLHO,BARRA MANSA,3,Equipamentos por Metodos Opticos,48,TONOMETRO DE APLANACAO,3,3,0,0
3300452969734,2969734,HOSPITAL INFANTIL MILENE ISABELY CHRISTOVAM,BELFORD ROXO,1,DIAGNOSTICO POR IMAGEM,20,RAIO X ANALOGICO,1,1,1,0
3300452969734,2969734,HOSPITAL INFANTIL MILENE ISABELY CHRISTOVAM,BELFORD ROXO,1,DIAGNOSTICO POR IMAGEM,21,RAIO X DIGITAL,1,1,1,0
3300452969734,2969734,HOSPITAL INFANTIL MILENE ISABELY CHRISTOVAM,BELFORD ROXO,1,DIAGNOSTICO POR IMAGEM,13,Ultrassom Doppler Colorido,1,1,1,0
3300452969734,2969734,HOSPITAL INFANTIL MILENE ISABELY CHRISTOVAM,BELFORD ROXO,2,Equipamentos de Infra-Estrutura,21,Controle Ambiental/Ar-condicionado Central,1,1,1,0
3300452969734,2969734,HOSPITAL INFANTIL MILENE ISABELY CHRISTOVAM,BELFORD ROXO,2,Equipamentos de Infra-Estrutura,22,Grupo Gerador,1,1,1,0
3300452969734,2969734,HOSPITAL INFANTIL MILENE ISABELY CHRISTOVAM,BELFORD ROXO,2,Equipamentos de Infra-Estrutura,23,Usina de Oxigenio,1,1,1,0
3300452969734,2969734,HOSPITAL INFANTIL MILENE ISABELY CHRISTOVAM,BELFORD ROXO,5,Equipamentos para Manutencao da Vida,53,Berço Aquecido,2,2,2,0
3300452969734,2969734,HOSPITAL INFANTIL MILENE ISABELY CHRISTOVAM,BELFORD ROXO,5,Equipamentos para Manutencao da Vida,52,Bomba de Infusao,30,30,30,0
3300452969734,2969734,HOSPITAL INFANTIL MILENE ISABELY CHRISTOVAM,BELFORD ROXO,5,Equipamentos para Manutencao da Vida,56,Desfibrilador,3,3,3,0
3300452969734,2969734,HOSPITAL INFANTIL MILENE ISABELY CHRISTOVAM,BELFORD ROXO,5,Equipamentos para Manutencao da Vida,57,Equipamento de Fototerapia,1,1,1,0
3300452969734,2969734,HOSPITAL INFANTIL MILENE ISABELY CHRISTOVAM,BELFORD ROXO,5,Equipamentos para Manutencao da Vida,58,Incubadora,1,1,1,0
3300452969734,2969734,HOSPITAL INFANTIL MILENE ISABELY CHRISTOVAM,BELFORD ROXO,5,Equipamentos para Manutencao da Vida,60,Monitor de ECG,12,12,12,0
3300452969734,2969734,HOSPITAL INFANTIL MILENE ISABELY CHRISTOVAM,BELFORD ROXO,5,Equipamentos para Manutencao da Vida,61,Monitor de Pressao Invasivo,12,12,12,0
3300452969734,2969734,HOSPITAL INFANTIL MILENE ISABELY CHRISTOVAM,BELFORD ROXO,5,Equipamentos para Manutencao da Vida,62,Monitor de Pressao Nao-Invasivo,12,12,12,0
3300452969734,2969734,HOSPITAL INFANTIL MILENE ISABELY CHRISTOVAM,BELFORD ROXO,5,Equipamentos para Manutencao da Vida,63,Reanimador Pulmonar/AMBU,40,40,40,0
3300452969734,2969734,HOSPITAL INFANTIL MILENE ISABELY CHRISTOVAM,BELFORD ROXO,5,Equipamentos para Manutencao da Vida,64,Respirador/Ventilador,12,12,12,0
3300452969734,2969734,HOSPITAL INFANTIL MILENE ISABELY CHRISTOVAM,BELFORD ROXO,4,Equipamentos por Metodos Graficos,41,Eletrocardiografo,2,2,2,0
3300452289571,2289571,HOSPITAL MUNICIPAL DE BELFORD ROXO,BELFORD ROXO,1,DIAGNOSTICO POR IMAGEM,20,RAIO X ANALOGICO,2,2,2,0
3300452289571,2289571,HOSPITAL MUNICIPAL DE BELFORD ROXO,BELFORD ROXO,1,DIAGNOSTICO POR IMAGEM,21,RAIO X DIGITAL,1,1,1,0
3300452289571,2289571,HOSPITAL MUNICIPAL DE BELFORD ROXO,BELFORD ROXO,1,DIAGNOSTICO POR IMAGEM,25,RAIO X PANORAMICO,2,2,2,0
3300452289571,2289571,HOSPITAL MUNICIPAL DE BELFORD ROXO,BELFORD ROXO,1,DIAGNOSTICO POR IMAGEM,10,Raio X para Hemodinamica,2,2,2,0
3300452289571,2289571,HOSPITAL MUNICIPAL DE BELFORD ROXO,BELFORD ROXO,1,DIAGNOSTICO POR IMAGEM,30,TOMOGRAFO COMPUTADORIZADO 128 CANAIS,1,1,1,0
3300452289571,2289571,HOSPITAL MUNICIPAL DE BELFORD ROXO,BELFORD ROXO,1,DIAGNOSTICO POR IMAGEM,15,Ultrassom Convencional,1,1,1,0
3300452289571,2289571,HOSPITAL MUNICIPAL DE BELFORD ROXO,BELFORD ROXO,2,Equipamentos de Infra-Estrutura,21,Controle Ambiental/Ar-condicionado Central,54,54,54,0
3300452289571,2289571,HOSPITAL MUNICIPAL DE BELFORD ROXO,BELFORD ROXO,2,Equipamentos de Infra-Estrutura,22,Grupo Gerador,2,2,2,0
3300452289571,2289571,HOSPITAL MUNICIPAL DE BELFORD ROXO,BELFORD ROXO,2,Equipamentos de Infra-Estrutura,23,Usina de Oxigenio,1,1,1,0
3300452289571,2289571,HOSPITAL MUNICIPAL DE BELFORD ROXO,BELFORD ROXO,7,Equipamentos de Odontologia,83,Caneta de Alta Rotacao,1,1,1,0
3300452289571,2289571,HOSPITAL MUNICIPAL DE BELFORD ROXO,BELFORD ROXO,7,Equipamentos de Odontologia,81,Compressor Odontologico,1,1,1,0
3300452289571,2289571,HOSPITAL MUNICIPAL DE BELFORD ROXO,BELFORD ROXO,7,Equipamentos de Odontologia,80,Equipo Odontologico,1,1,1,0
3300452289571,2289571,HOSPITAL MUNICIPAL DE BELFORD ROXO,BELFORD ROXO,7,Equipamentos de Odontologia,82,Fotopolimerizador,1,1,1,0
3300452289571,2289571,HOSPITAL MUNICIPAL DE BELFORD ROXO,BELFORD ROXO,5,Equipamentos para Manutencao da Vida,52,Bomba de Infusao,14,14,14,0
3300452289571,2289571,HOSPITAL MUNICIPAL DE BELFORD ROXO,BELFORD ROXO,5,Equipamentos para Manutencao da Vida,56,Desfibrilador,2,2,2,0
3300452289571,2289571,HOSPITAL MUNICIPAL DE BELFORD ROXO,BELFORD ROXO,5,Equipamentos para Manutencao da Vida,60,Monitor de ECG,30,30,30,0
3300452289571,2289571,HOSPITAL MUNICIPAL DE BELFORD ROXO,BELFORD ROXO,5,Equipamentos para Manutencao da Vida,62,Monitor de Pressao Nao-Invasivo,20,20,20,0
3300452289571,2289571,HOSPITAL MUNICIPAL DE BELFORD ROXO,BELFORD ROXO,5,Equipamentos para Manutencao da Vida,63,Reanimador Pulmonar/AMBU,2,2,2,0
3300452289571,2289571,HOSPITAL MUNICIPAL DE BELFORD ROXO,BELFORD ROXO,5,Equipamentos para Manutencao da Vida,64,Respirador/Ventilador,26,26,26,0
3300452289571,2289571,HOSPITAL MUNICIPAL DE BELFORD ROXO,BELFORD ROXO,4,Equipamentos por Metodos Graficos,41,Eletrocardiografo,3,3,3,0
3300452289571,2289571,HOSPITAL MUNICIPAL DE BELFORD ROXO,BELFORD ROXO,3,Equipamentos por Metodos Opticos,33,Endoscopio Digestivo,1,1,1,0
3300455886740,5886740,MATERNIDADE MUNICIPAL DE BELFORD ROXO,BELFORD ROXO,1,DIAGNOSTICO POR IMAGEM,21,RAIO X DIGITAL,1,1,1,0
