ID_HOSPITAL,NOME_HOSPITAL,ESFERA,ENDERECO,MUNICIPIO,REGIAO,LAT,LON,LEITOS,EQUIPAMENTOS_TOTAL,OPERACIONAIS,OCIOSOS,MANUTENCAO,DESCARTE
0155055,MATERNIDADE SANTA CRUZ DA SERRA,Municipal,"AV AUTOMOVEL CLUBE, 275, SANTA CRUZ DA SERRA - CEP 25272405",DUQUE DE CAXIAS,A classificar,-22.642154,-43.279992,105,177,146,31,0,0
7588577,POLICLINICA HOSPITAL DUQUE DE CAXIAS,Municipal,"RUA DR MANOEL LUCAS, S/N, SENHOR DO BONFIM - CEP 25025330",DUQUE DE CAXIAS,A classificar,-22.78049445623406,-43.315701484680176,0,31,24,7,0,0
6146376,HOSPITAL MUNICIPAL JOSE RABELLO DE MELLO,Municipal,"RUA OSVALDO CRUZ, 0, BANANAL - CEP 25946497",GUAPIMIRIM,A classificar,-22.536402,-42.9822284,82,217,216,1,0,0
2268922,HOSPITAL MUNICIPAL DESEMBARGADOR LEAL JUNIOR HMDLJ,Municipal,"ESTRADA PREFEITO ALVARO DE CARVALHO JUNIOR, S/N, NANCILANDIA - CEP 24801064",ITABORAI,A classificar,-22.73762,-42.84888,139,421,421,0,0,0
0131237,HOSPITAL MUNICIPAL SAO JUDAS TADEU,Municipal,"AV 22 DE MAIO, S/N, OUTEIRO DAS PEDRAS - CEP 24812222",ITABORAI,A classificar,-22.749529,-42.87333,30,109,109,0,0,0
2284634,HOSPITAL MUNICIPAL SAO FRANCISCO XAVIER,Municipal,"RUA GENERAL BOCAIUVA, 16, CENTRO - CEP 23815310",ITAGUAI,A classificar,-22.0909,-43.0909,109,93,89,4,0,0
3470350,HOSPITAL MUNICIPAL DE ITAOCARA,Municipal,"PRACA TOLEDO PIZZA, 151, CENTRO - CEP 28570000",ITAOCARA,A classificar,-21.666261,-42.078896,44,78,76,2,0,0
2288230,HOSP MUNICIPAL MATERNIDADE DR MANOEL MARTINS DE BARROS,Municipal,"AV DOIS, 800, JD ITATIAIA - CEP 27580000",ITATIAIA,A classificar,-22.4877908,-44.5750442,42,74,63,11,0,0
2281554,HMJ HOSPITAL MUNICIPAL DE JAPERI,Municipal,"ESTRADA ARY SCHIAVO, S/N, SANTA INES - CEP 26440115",JAPERI,A classificar,-22.645803994279042,-43.607361754228144,34,181,129,52,0,0
2290499,HOSPITAL MUNICIPAL DE LAJE DO MURIAE,Municipal,"RUA GERONCIO FERREIRA, 270, CENTRO - CEP 28350200",LAJE DO MURIAE,A classificar,-21.208887,-42.1193939,32,21,21,0,0,0
7655703,HOSPITAL PUBLICO MUNICIPAL DA SERRA HPMS,Municipal,"RUA JOAO MANOEL DA SILVA, 600, TRAPICHE - CEP 27945000",MACAE,A classificar,-22.232162282929295,-42.01938986778259,31,35,34,1,0,0
5412447,HOSPITAL PUBLICO MUNICIPAL DE MACAE HPM,Municipal,"ROD RJ 168, S/N, KM 04, VIRGEM SANTA - CEP 27910000",MACAE,A classificar,-22.37093209964088,-41.78692817687988,274,658,657,1,0,0
2278731,HOSPITAL DE MAUA DR MARIO PINHEIRO,Municipal,"ESTRADA REAL DE MAUA, S/N, PRAIA DA ESPERANCA - CEP 25926586",MAGE,A classificar,-22.7155543,-43.1811713,10,4,4,0,0,0
2278324,HOSPITAL MATERNO INFANTIL DE PIABETA VEREADOR HUGO BRAGA,Municipal,"AVENIDA SANTOS DUMONT, 285, PIABETA INHOMIRIM - CEP 25931758",MAGE,A classificar,-22.6101408,-43.1808052,57,32,29,3,0,0
2278677,HOSPITAL MUNICIPAL DE FRAGOSO GENARINO COZZOLINO,Municipal,"AV AUTOMOVEL CLUB, S/N, KM 60, FRAGOSO - CEP 25935510",MAGE,A classificar,-22.6030585,-43.1898105,10,8,8,0,0,0
2278332,HOSPITAL MUNICIPAL DE MAGE,Municipal,"RUA PIO XII, 81, FIGUEIRA - CEP 25903587",MAGE,A classificar,-22.6492179,-43.0325279,76,73,72,1,0,0
0103616,UNIDADE 24 HORAS DE SANTO ALEIXO,Municipal,"AVENIDA OTHON LINCH BEZERRA DE MELLO, 329, ANT PRED CENTRO ADM, SANTO ALEIXO - CEP 25912206",MAGE,A classificar,-22.56050002,-43.0532934,14,29,29,0,0,0
2288109,HOSPITAL MUNICIPAL VICTOR DE SOUZA BREVES,Municipal,"RUA NILO PECANHA, 85, CENTRO - CEP 23860000",MANGARATIBA,A classificar,-22.961474,-44.0397305,74,158,158,0,0,0
9895124,ERNESTO CHE GUEVARA SMSM,Municipal,"ROD ERNANI DO AMARAL PEIXOTO, 23269, QD GLD LT 2, SAO JOSE DO IMBASSAI - CEP 24931000",MARICA,A classificar,-22.9272,-42.86904,118,761,683,78,0,0
2266733,HOSPITAL MUNICIPAL CONDE MODESTO LEAL,Municipal,"RUA DOMICIO DA GAMA, 433, CENTRO - CEP 24900815",MARICA,A classificar,-22.9209381,-42.8177319,105,122,115,7,0,0
5057531,HOSPITAL MUNICIPAL SANTA MARIA,Municipal,"RUA CAPITAO MEXIAS, 112, CENTRO - CEP 26700000",MENDES,A classificar,-22.527145546985007,-43.73406171798706,22,71,56,15,0,0
4123069,SAO MARCELINO CHAMPAGNAT,Municipal,"RJ127 KM30, S/N, GONZALES - CEP 26700000",MENDES,A classificar,-22.518605163251845,-43.74296933412552,61,0,0,0,0,0
2283239,HOSPITAL MUNICIPAL LUIZ GONZAGA,Municipal,"RUA ADELAIDE BADENES, 400, CENTRO - CEP 26900000",MIGUEL PEREIRA,A classificar,-22.450260626314968,-43.46043348312378,81,177,177,0,0,0
2293862,HOSPITAL MUNICIPAL JUSCELINO KUBITSCHEK,Municipal,"RUA ZEZINHO, 111, CENTRO - CEP 26520000",NILOPOLIS,A classificar,-22.810136873581314,-43.418263720638116,92,183,183,0,0,0
0012513,HOSPITAL MUNICIPAL CARLOS TORTELLY,Municipal,"ATHAYDE PARREIRAS, 266, NITEROI - CEP 24070090",NITEROI,A classificar,-22.893917576889766,-43.11037838459015,126,145,88,57,0,0
0105317,HOSPITAL MUNICIPAL OCEANICO DR GILSON CANTARINO HMOGC,Municipal,"DOUTOR RAUL DE OLIVEIRA RODRIGUES, 382, PIRATININGA - CEP 24350630",NITEROI,A classificar,-22.943388379407434,-43.061914570933546,80,691,691,0,0,0
2272784,HOSPITAL MUNICIPAL RAUL SERTA,Municipal,"RUA GENERAL OSORIO, 324, CENTRO - CEP 28625630",NOVA FRIBURGO,A classificar,-22.27248,-42.53411,287,354,352,2,0,0
2798662,HGNI HOSPITAL GERAL DE NOVA IGUACU,Municipal,"AVENIDA HENRIQUE DUQUE ESTRADA MEYER, 953, NAO HA, POSSE - CEP 26030380",NOVA IGUACU,A classificar,-22.73124353010084,-43.46234321594238,561,1318,1199,119,0,0
7591136,HOSPITAL IGUASSU MATERNIDADE MUNICIPAL MARIANA BULHOES,Municipal,"RUA CORONEL ALFREDO SOARES, S/N, CENTRO - CEP 26255150",NOVA IGUACU,A classificar,-22.759086633355263,-43.45109939575195,30,236,203,33,0,0
2279355,HOSPITAL MUNICIPAL DR ADALBERTO DA GRACA,Municipal,"AV JONAS LEAL, 17, LAGES - CEP 26600000",PARACAMBI,A classificar,-22.6252912,-43.7012955,42,60,60,0,0,0
0219436,MATERNIDADE LAURINDO JOSE FERREIRA,Municipal,"AVENIDA JONAS LEAL, 17, LAGES - CEP 26600000",PARACAMBI,A classificar,-22.6276506,-43.7007294,15,36,36,0,0,0
2704587,HOSPITAL MUNICIPAL HUGO MIRANDA,Municipal,"RUA SAO PEDRO DE ALCANTARA, 01, PONTAL - CEP 23970000",PARATY,A classificar,-23.21794068384828,-44.71291780471802,65,211,189,22,0,0
2275562,HOSPITAL ALCIDES CARNEIRO,Municipal,"RUA VIGARIO CORREA, 1345, CORREAS - CEP 25720320",PETROPOLIS,A classificar,-22.44578,-43.1425,280,797,797,0,0,0
2275589,HOSPITAL MUNICIPAL DR NELSON DE SA EARP,Municipal,"RUA PAULINO AFONSO, 455, CENTRO - CEP 25680000",PETROPOLIS,A classificar,-22.507684949999998,-43.19229380768313,80,148,107,41,0,0
2271141,HOSPITAL MUNICIPAL DE PINHEIRAL AURELINO GONCALVES BARBOSA,Municipal,"RUA FRANCISCO RIBEIRO DE ABREU, 60, CENTRO - CEP 27198360",PINHEIRAL,A classificar,-22.5191212,-43.9956992,43,82,82,0,0,0
2272210,UNIDADE DE ATENDIMENTO DR ANTONIO MONTEIRO,Municipal,"RUA SCHUWARTZ VIEIRA, 154, CENTRO - CEP 28390000",PORCIUNCULA,A classificar,-20.962000666779435,-42.04066514968872,28,36,31,5,0,0
5307864,HOSPITAL GERAL MUNICIPAL SAO FRANCISCO DE ASSIS,Municipal,"AVENIDA RENATO MONTEIRO, 1235, CENTRO - CEP 27570000",PORTO REAL,A classificar,-22.4212126,-44.3493067,64,69,69,0,0,0
0182974,HOSPITAL E MATERNIDADE MUNICIPAL DE QUEIMADOS,Municipal,"RUA DEUSINHO DE FREITAS, 13, CENTRO - CEP 26325290",QUEIMADOS,A classificar,-22.71832434384697,-43.55583965778351,32,75,41,34,0,0
2267209,HOSPITAL MUNICIPAL MARIANA MARIA DE JESUS,Municipal,"AV AMILCAR PEREIRA DA SILVA, 138, MATO DE PIPA - CEP 28737000",QUISSAMA,A classificar,-22.1142433,-41.4848849,73,144,122,22,0,0
2288893,HOSPITAL MUNICIPAL HENRIQUE SERGIO GREGORI,Municipal,"AVENIDA MARCILIO DIAS, 800, JARDIM JALISCO - CEP 27510080",RESENDE,A classificar,-22.463259516067705,-44.45989966392517,76,318,317,1,0,0
6232094,HOSPITAL MUNICIPAL NOSSA SENHORA DA PIEDADE,Municipal,"RODOVIA FRANCISCO SATURNINO BRAGA, 9831, GUARITA - CEP 27460000",RIO CLARO,A classificar,-22.725840479987838,-44.12836790084839,43,87,87,0,0,0
2268329,HOSPITAL GERAL DR LUIZ PINTO,Municipal,"RUA MARCELINO DO VALLE, 13, INGLESES - CEP 27660322",RIO DAS FLORES,A classificar,-22.168041,-43.57836,27,24,24,0,0,0
6069134,HOSPITAL MUNICIPAL DRA NAELMA MONTEIRO DA SILVA,Municipal,"RUA NILDON LUSTOSA, S/N, PARQUE ZABULAO - CEP 28893800",RIO DAS OSTRAS,A classificar,-22.516981,-41.9440618,63,195,185,10,0,0
7612036,PRONTO SOCORRO MUNICIPAL RIO DAS OSTRAS,Municipal,"LAERCIO LUCIO DE CARVALHO, 1075, PARQUE ZABULAO - CEP 28893437",RIO DAS OSTRAS,A classificar,-22.51858286390887,-41.943182945251465,46,64,57,7,0,0
2298120,SMS HOSPITAL MUNICIPAL ALBERT SCHWEITZER AP 51,Municipal,"RUA NILOPOLIS, 329, REALENGO - CEP 21725090",RIO DE JANEIRO,A classificar,-22.86607,-43.43868,396,602,592,10,0,0
2273187,SMS HOSPITAL MUNICIPAL ALVARO RAMOS AP 40,Municipal,"RUA ADAUTO BOTELHO, 0, JACAREPAGUA - CEP 22713550",RIO DE JANEIRO,A classificar,-22.9457408,-43.3975314,50,26,24,2,0,0
2270242,SMS HOSPITAL MUNICIPAL BARATA RIBEIRO AP 10,Municipal,"RUA VISCONDE DE NITEROI, 1450, MANGUEIRA - CEP 20943001",RIO DE JANEIRO,A classificar,-22.9686606,-43.428177,132,232,203,29,0,0
2269481,SMS HOSPITAL MUNICIPAL DA PIEDADE AP 32,Municipal,"RUA DA CAPELA, 96, PIEDADE - CEP 20740310",RIO DE JANEIRO,A classificar,-22.891816,-43.309627,132,505,457,48,0,0
7166494,SMS HOSPITAL MUNICIPAL EVANDRO FREIRE AP 31,Municipal,"ESTRADA DO GALEAO, 2920, PORTUGUESA ILHA DO G - CEP 21931582",RIO DE JANEIRO,A classificar,-22.80518743242434,-43.21065545082092,103,338,314,24,0,0
2291266,SMS HOSPITAL MUNICIPAL FRANCISCO DA SILVA TELLES AP33,Municipal,"UBIRAJARA, 25, IRAJA - CEP 21230300",RIO DE JANEIRO,A classificar,-22.903969,-43.20855,84,145,135,10,0,0
2269341,SMS HOSPITAL MUNICIPAL JESUS AP 22,Municipal,"OITO DE DEZEMBRO, 717, VILA ISABEL - CEP 20550200",RIO DE JANEIRO,A classificar,-22.911417,-43.243555,95,310,298,12,0,0
2273381,SMS HOSPITAL MUNICIPAL JURANDYR MANFREDINI AP 40,Municipal,"RUA SAMPAIO CORREIA, S/N, JACAREPAGUA - CEP 22713560",RIO DE JANEIRO,A classificar,-22.90347,-43.20877,1,2,1,1,0,0
2270609,SMS HOSPITAL MUNICIPAL LOURENCO JORGE AP 40,Municipal,"AV AYRTON SENNA, 2000, BARRA DA TIJUCA - CEP 22793000",RIO DE JANEIRO,A classificar,-22.9952485,-43.3643149,255,744,707,37,0,0
2270269,SMS HOSPITAL MUNICIPAL MIGUEL COUTO AP 21,Municipal,"MARIO RIBEIRO, 117, GAVEA - CEP 22430160",RIO DE JANEIRO,A classificar,-22.90378,-43.20888,342,950,876,74,0,0
2269724,SMS HOSPITAL MUNICIPAL NOSSA SENHORA DO LORETO AP 31,Municipal,"RUA TAIFEIRO OSMAR DE MORAES, 26, GALEAO - CEP 21941455",RIO DE JANEIRO,A classificar,-22.8124486,-43.2250092,36,278,217,61,0,0
6995462,SMS HOSPITAL MUNICIPAL PEDRO II AP 53,Municipal,"RUA DO PRADO, 325, SANTA CRUZ - CEP 23555012",RIO DE JANEIRO,A classificar,-22.909,-43.201,331,1082,1078,4,0,0
2273349,SMS HOSPITAL MUNICIPAL RAPHAEL DE PAULA SOUZA AP 40,Municipal,"ESTRADA DE CURICICA, 2000, CURICICA, JACAREPAGUA - CEP 22740000",RIO DE JANEIRO,A classificar,-22.955721,-43.3969139,84,292,266,26,0,0
2295407,SMS HOSPITAL MUNICIPAL ROCHA FARIA AP 52,Municipal,"AV CESARIO DE MELO, 3215, CAMPO GRANDE - CEP 23050101",RIO DE JANEIRO,A classificar,-22.908061044663658,-43.56238079119834,198,1120,646,474,0,0
2273489,SMS HOSPITAL MUNICIPAL ROCHA MAIA AP 21,Municipal,"GENERAL SEVERIANO, 91, BOTAFOGO - CEP 22290040",RIO DE JANEIRO,A classificar,-22.903077,-43.208777,27,107,86,21,0,0
5717256,SMS HOSPITAL MUNICIPAL RONALDO GAZOLLA AP 33,Municipal,"AV PASTOR MARTIN LUTHER KING, 10976, ACARI - CEP 21531010",RIO DE JANEIRO,A classificar,-22.825198665181972,-43.34750175476074,425,1604,1336,268,0,0
2296306,SMS HOSPITAL MUNICIPAL SALGADO FILHO AP 32,Municipal,"ARQUIAS CORDEIRO, 370, MEIER - CEP 20770000",RIO DE JANEIRO,A classificar,-22.90377,-43.20877,316,814,760,54,0,0
2280183,SMS HOSPITAL MUNICIPAL SOUZA AGUIAR AP 10,Municipal,"PRACA DA REPUBLICA, 111, CENTRO - CEP 20211350",RIO DE JANEIRO,A classificar,-22.90822,-43.18969,328,602,575,27,0,0
7041624,SMS MATERNIDADE DA MULHER MARISKA RIBEIRO AP 51,Municipal,"PRACA 1 DE MAIO, S/N, BANGU - CEP 21830006",RIO DE JANEIRO,A classificar,-22.8766711,-43.4727696,123,504,504,0,0,0
5095824,HOSPITAL BASILEU ESTRELA,Municipal,"RUA BARAO DE MACABU, 17, CENTRO - CEP 28770000",SANTA MARIA MADALENA,A classificar,-21.959245805178792,-42.01118230819702,23,71,68,3,0,0
2291320,HOSPITAL MUNICIPAL MANOEL CAROLA,Municipal,"AV NILTON MAYERHOFFER PESSANHA, 48, PONTO DE CACIMBAS - CEP 28230000",SAO FRANCISCO DE ITABAPOANA,A classificar,-21.4112284,-41.1403546,31,61,48,13,0,0
0113891,HOSPITAL DO CANCER E DO CORACAO HCCOR,Municipal,"ESTRADA DE PACHECO, 216, A, LAGOINHA - CEP 24440400",SAO GONCALO,A classificar,-22.8230575,-42.9805507,47,251,225,26,0,0
2292084,HOSPITAL DR LUIZ PALMIER,Municipal,"PRACA ESTEPHANIA DE CARVALHO, 26, PARTE 1, ZE GAROTO - CEP 24440195",SAO GONCALO,A classificar,-22.8292229,-43.0567825,138,211,196,15,0,0
4628799,HOSPITAL GERAL DE SAO GONCALO,Municipal,"RUA SA CARVALHO, 686, VILA IARA - CEP 24440710",SAO GONCALO,A classificar,-22.8232556,-43.051897,94,0,0,0,0,0
2704595,HOSPITAL INFANTIL DARCY SARMANHO VARGAS,Municipal,"PRACA ESTEPHANIA DE CARVALHO, 26, PARTE 3, ZE GAROTO - CEP 24440195",SAO GONCALO,A classificar,-22.8289069,-43.0545264,43,219,217,2,0,0
0113115,HOSPITAL MUNICIPAL RETAGUARDA GONCALENSE,Municipal,"RUA JOAO DE SOUZA, 410, CENTRO - CEP 24445370",SAO GONCALO,A classificar,-22.8253875,-43.0484401,86,265,263,2,0,0
2297590,MATERNIDADE MUNICIPAL DR MARIO NIAJAR,Municipal,"ALFREDO BACKER, 324, ALCANTARA - CEP 24430380",SAO GONCALO,A classificar,-22.8183745,-43.0919633,77,95,78,17,0,0
2298708,HOSPITAL MUNICIPAL DE SAO JOAO DE MERITI ABDON GONCALVES,Municipal,"AVENIDA PRESIDENTE LINCOLN, S/N, JARDIM MERITI - CEP 25555200",SAO JOAO DE MERITI,A classificar,-22.802492342034405,-43.37222099304199,87,336,210,126,0,0
2280582,HOSPITAL MUNICIPAL DR JOSE SEVE NETO,Municipal,"RUA EPAMINONDAS PEREIRA NUNES, 01, NOVA SAO PEDRO - CEP 28941140",SAO PEDRO DA ALDEIA,A classificar,-22.837100578529924,-42.09673763984563,29,26,26,0,0,0
2274310,HOSPITAL MUNICIPAL DE SAPUCAIA,Municipal,"RUA CORONEL MARCONDES, S/N, CENTRO - CEP 25880000",SAPUCAIA,A classificar,-21.99470481691204,-42.9131555557251,18,51,51,0,0,0
4089189,HOSPITAL MUNICIPAL NOSSA SENHORA DE NAZARETH,Municipal,"FABIO LUCIO DOS SANTOS, 158, BARREIRA, VERDE VALE - CEP 28994434",SAQUAREMA,A classificar,-22.898295981056126,-42.47812271118164,87,345,345,0,0,0
2274299,HOSPITAL MUNICIPAL PORPHIRIO NUNES DE AZEREDO,Municipal,"RUA ADOLFO BRAVO, S/N, BACAXA - CEP 28994699",SAQUAREMA,A classificar,-22.895311170069917,-42.46711492538452,77,114,114,0,0,0
2274108,POLICLINICA MUNICIPAL AGUINALDO MORAES,Municipal,"OITO DE MAIO, 534, CENTRO - CEP 28820000",SILVA JARDIM,A classificar,-22.655,-42.395,40,28,27,1,0,0
2268051,HOSPITAL MUNICIPAL DR JOAO PEREIRA MARTINS,Municipal,"RUA CARLOS ALBERTO P MOURA JUNIOR, 02, N SRA DE FATIMA - CEP 28637000",SUMIDOURO,A classificar,-22.047451,-42.674796,25,74,74,0,0,0
2283735,HOSPITAL MUNICIPAL DERMEVAL GARCIA DE FREITAS,Municipal,"RUA PRIMEIRO DE MAIO, 35, CENTRO - CEP 24890000",TANGUA,A classificar,-22.735245,-42.724769,14,16,16,0,0,0
3584968,HOSPITAL MUNICIPAL FRANCISCO LIMONGI,Municipal,"RUA NEY FORTUNA, 30, ATRAS DO CAMPO, CENTRO - CEP 28750000",TRAJANO DE MORAES,A classificar,-22.063479,-42.066602,41,18,18,0,0,0
2704390,HOSPITAL SAO SEBASTIAO DE VARRESAI,Municipal,"RUA OCTAVIO MONERAT, 10, CENTRO - CEP 28375000",VARRE-SAI,A classificar,-20.9315537,-41.8695203,26,17,17,0,0,0
0025143,HOSPITAL MUNICIPAL DR MUNIR RAFFUL,Municipal,"AV JARAGUA, 1020, RETIRO - CEP 27277130",VOLTA REDONDA,A classificar,-22.4994878,-44.122840027650305,183,141,131,10,0,0
0025135,HOSPITAL MUNICIPAL SAO JOAO BATISTA,Municipal,"RUA NOSSA SENHORA DAS GRACAS, 235, SAO GERALDO - CEP 27253610",VOLTA REDONDA,A classificar,-22.5008898,-44.0514597,161,424,424,0,0,0
